Gene,Cancer Type,Source,Study,level
FBXW7,ALL,IntOGen,"ALL_Leu,ALL_Mem,ALL_NewS",A
KRAS,ALL,IntOGen,"ALL_Leu,ALL_Mem,ALL_NewS",A
NF1,ALL,IntOGen,"ALL_Leu,ALL_Mem,ALL_NewS",A
NRAS,ALL,IntOGen,"ALL_Leu,ALL_Mem,ALL_NewS",A
PTEN,ALL,IntOGen,"ALL_Leu,ALL_Mem,ALL_NewS",A
RB1,ALL,IntOGen,"ALL_Leu,ALL_Mem,ALL_NewS",A
RPL5,ALL,IntOGen,"ALL_Leu,ALL_Mem,ALL_NewS",A
TP53,ALL,IntOGen,"ALL_Leu,ALL_Mem,ALL_NewS",A
FLT3,ALL,IntOGen,"ALL_Leu,ALL_Mem,ALL_NewS",B
CNOT1,ALL,IntOGen,"ALL_Leu,ALL_Mem,ALL_NewS",C
CNOT3,ALL,IntOGen,"ALL_Leu,ALL_Mem,ALL_NewS",C
SH2B3,ALL,IntOGen,"ALL_Leu,ALL_Mem,ALL_NewS",C
FGFR1,AST,IntOGen,AST_NewS,A
PTPN11,AST,IntOGen,AST_NewS,B
ACTG1,BLCA,IntOGen,BLCA_TCGA,A
APC,BLCA,IntOGen,BLCA_TCGA,A
ARID1A,BLCA,IntOGen,BLCA_TCGA,A
BAP1,BLCA,IntOGen,BLCA_TCGA,A
BRAF,BLCA,IntOGen,BLCA_TCGA,A
CASP8,BLCA,IntOGen,BLCA_TCGA,A
CDH1,BLCA,IntOGen,BLCA_TCGA,A
CDKN1A,BLCA,IntOGen,BLCA_TCGA,A
CDKN1B,BLCA,IntOGen,BLCA_TCGA,A
CDKN2A,BLCA,IntOGen,BLCA_TCGA,A
CIC,BLCA,IntOGen,BLCA_TCGA,A
CTCF,BLCA,IntOGen,BLCA_TCGA,A
CTNNB1,BLCA,IntOGen,BLCA_TCGA,A
DDX5,BLCA,IntOGen,BLCA_TCGA,A
ELF3,BLCA,IntOGen,BLCA_TCGA,A
FAT1,BLCA,IntOGen,BLCA_TCGA,A
FBXW7,BLCA,IntOGen,BLCA_TCGA,A
FRG1B*,BLCA,IntOGen,BLCA_TCGA,A
HRAS,BLCA,IntOGen,BLCA_TCGA,A
IDH1,BLCA,IntOGen,BLCA_TCGA,A
KDM6A,BLCA,IntOGen,BLCA_TCGA,A
KEAP1,BLCA,IntOGen,BLCA_TCGA,A
MAP3K1,BLCA,IntOGen,BLCA_TCGA,A
MLL2,BLCA,IntOGen,BLCA_TCGA,A
MLL3,BLCA,IntOGen,BLCA_TCGA,A
NFE2L2,BLCA,IntOGen,BLCA_TCGA,A
NRAS,BLCA,IntOGen,BLCA_TCGA,A
PHF6,BLCA,IntOGen,BLCA_TCGA,A
PTEN,BLCA,IntOGen,BLCA_TCGA,A
RASA1,BLCA,IntOGen,BLCA_TCGA,A
RB1,BLCA,IntOGen,BLCA_TCGA,A
RHOA,BLCA,IntOGen,BLCA_TCGA,A
RPSAP58,BLCA,IntOGen,BLCA_TCGA,A
SETD2,BLCA,IntOGen,BLCA_TCGA,A
SMAD4,BLCA,IntOGen,BLCA_TCGA,A
STAG2,BLCA,IntOGen,BLCA_TCGA,A
TBL1XR1,BLCA,IntOGen,BLCA_TCGA,A
TP53,BLCA,IntOGen,BLCA_TCGA,A
TXNIP,BLCA,IntOGen,BLCA_TCGA,A
ACSL6,BLCA,IntOGen,BLCA_TCGA,B
AFF4,BLCA,IntOGen,BLCA_TCGA,B
ARHGAP26,BLCA,IntOGen,BLCA_TCGA,B
BCOR,BLCA,IntOGen,BLCA_TCGA,B
BLM,BLCA,IntOGen,BLCA_TCGA,B
BRCA1,BLCA,IntOGen,BLCA_TCGA,B
CDK12,BLCA,IntOGen,BLCA_TCGA,B
CHEK2,BLCA,IntOGen,BLCA_TCGA,B
CLTC,BLCA,IntOGen,BLCA_TCGA,B
DICER1,BLCA,IntOGen,BLCA_TCGA,B
EIF4A2,BLCA,IntOGen,BLCA_TCGA,B
EP300,BLCA,IntOGen,BLCA_TCGA,B
ERCC2,BLCA,IntOGen,BLCA_TCGA,B
FAM123B,BLCA,IntOGen,BLCA_TCGA,B
FGFR2,BLCA,IntOGen,BLCA_TCGA,B
FGFR3,BLCA,IntOGen,BLCA_TCGA,B
FLT3,BLCA,IntOGen,BLCA_TCGA,B
FUS,BLCA,IntOGen,BLCA_TCGA,B
GNAS,BLCA,IntOGen,BLCA_TCGA,B
GOLGA5,BLCA,IntOGen,BLCA_TCGA,B
HSP90AA1,BLCA,IntOGen,BLCA_TCGA,B
HSP90AB1,BLCA,IntOGen,BLCA_TCGA,B
KLF6,BLCA,IntOGen,BLCA_TCGA,B
MECOM,BLCA,IntOGen,BLCA_TCGA,B
MED12,BLCA,IntOGen,BLCA_TCGA,B
MET,BLCA,IntOGen,BLCA_TCGA,B
MLH1,BLCA,IntOGen,BLCA_TCGA,B
MYH11,BLCA,IntOGen,BLCA_TCGA,B
NDRG1,BLCA,IntOGen,BLCA_TCGA,B
NOTCH1,BLCA,IntOGen,BLCA_TCGA,B
NUP98,BLCA,IntOGen,BLCA_TCGA,B
SF3B1,BLCA,IntOGen,BLCA_TCGA,B
SFPQ,BLCA,IntOGen,BLCA_TCGA,B
SUZ12,BLCA,IntOGen,BLCA_TCGA,B
TBX3,BLCA,IntOGen,BLCA_TCGA,B
TGFBR2,BLCA,IntOGen,BLCA_TCGA,B
THRAP3,BLCA,IntOGen,BLCA_TCGA,B
TSC1,BLCA,IntOGen,BLCA_TCGA,B
ZMYM2,BLCA,IntOGen,BLCA_TCGA,B
ZNF814,BLCA,IntOGen,BLCA_TCGA,B
ACTB,BLCA,IntOGen,BLCA_TCGA,C
ADAM10,BLCA,IntOGen,BLCA_TCGA,C
AHNAK,BLCA,IntOGen,BLCA_TCGA,C
AHR,BLCA,IntOGen,BLCA_TCGA,C
ANK3,BLCA,IntOGen,BLCA_TCGA,C
AQR,BLCA,IntOGen,BLCA_TCGA,C
ARFGAP1,BLCA,IntOGen,BLCA_TCGA,C
ARFGEF2,BLCA,IntOGen,BLCA_TCGA,C
ARHGAP35,BLCA,IntOGen,BLCA_TCGA,C
ARID1B,BLCA,IntOGen,BLCA_TCGA,C
ATR,BLCA,IntOGen,BLCA_TCGA,C
BCLAF1,BLCA,IntOGen,BLCA_TCGA,C
BMPR2,BLCA,IntOGen,BLCA_TCGA,C
CAD,BLCA,IntOGen,BLCA_TCGA,C
CARM1,BLCA,IntOGen,BLCA_TCGA,C
CAST,BLCA,IntOGen,BLCA_TCGA,C
CAT,BLCA,IntOGen,BLCA_TCGA,C
CCAR1,BLCA,IntOGen,BLCA_TCGA,C
CCT5,BLCA,IntOGen,BLCA_TCGA,C
CEP290,BLCA,IntOGen,BLCA_TCGA,C
CHD3,BLCA,IntOGen,BLCA_TCGA,C
CHD9,BLCA,IntOGen,BLCA_TCGA,C
CLASP2,BLCA,IntOGen,BLCA_TCGA,C
CLSPN,BLCA,IntOGen,BLCA_TCGA,C
CNOT1,BLCA,IntOGen,BLCA_TCGA,C
COPS2,BLCA,IntOGen,BLCA_TCGA,C
CSDE1,BLCA,IntOGen,BLCA_TCGA,C
CUL2,BLCA,IntOGen,BLCA_TCGA,C
DDX3X,BLCA,IntOGen,BLCA_TCGA,C
DIS3,BLCA,IntOGen,BLCA_TCGA,C
DLG1,BLCA,IntOGen,BLCA_TCGA,C
EEF1B2,BLCA,IntOGen,BLCA_TCGA,C
EIF2AK3,BLCA,IntOGen,BLCA_TCGA,C
EIF4G1,BLCA,IntOGen,BLCA_TCGA,C
ELF1,BLCA,IntOGen,BLCA_TCGA,C
ERBB2IP,BLCA,IntOGen,BLCA_TCGA,C
ERBB3,BLCA,IntOGen,BLCA_TCGA,C
FKBP5,BLCA,IntOGen,BLCA_TCGA,C
FN1,BLCA,IntOGen,BLCA_TCGA,C
G3BP2,BLCA,IntOGen,BLCA_TCGA,C
GPS2,BLCA,IntOGen,BLCA_TCGA,C
HLA-A,BLCA,IntOGen,BLCA_TCGA,C
HNRPDL,BLCA,IntOGen,BLCA_TCGA,C
HSPA8,BLCA,IntOGen,BLCA_TCGA,C
IREB2,BLCA,IntOGen,BLCA_TCGA,C
IRS2,BLCA,IntOGen,BLCA_TCGA,C
LIMA1,BLCA,IntOGen,BLCA_TCGA,C
MAP3K4,BLCA,IntOGen,BLCA_TCGA,C
MAP4K3,BLCA,IntOGen,BLCA_TCGA,C
MED24,BLCA,IntOGen,BLCA_TCGA,C
MGA,BLCA,IntOGen,BLCA_TCGA,C
MTOR,BLCA,IntOGen,BLCA_TCGA,C
MYH10,BLCA,IntOGen,BLCA_TCGA,C
NAP1L1,BLCA,IntOGen,BLCA_TCGA,C
NCF2,BLCA,IntOGen,BLCA_TCGA,C
NCOR2,BLCA,IntOGen,BLCA_TCGA,C
NUP107,BLCA,IntOGen,BLCA_TCGA,C
PCDH18,BLCA,IntOGen,BLCA_TCGA,C
PCSK6,BLCA,IntOGen,BLCA_TCGA,C
PIK3CB,BLCA,IntOGen,BLCA_TCGA,C
PIP5K1A,BLCA,IntOGen,BLCA_TCGA,C
PTPRU,BLCA,IntOGen,BLCA_TCGA,C
RAD21,BLCA,IntOGen,BLCA_TCGA,C
RBM5,BLCA,IntOGen,BLCA_TCGA,C
SETDB1,BLCA,IntOGen,BLCA_TCGA,C
SF3A3,BLCA,IntOGen,BLCA_TCGA,C
SMC1A,BLCA,IntOGen,BLCA_TCGA,C
SOS1,BLCA,IntOGen,BLCA_TCGA,C
SOS2,BLCA,IntOGen,BLCA_TCGA,C
STAG1,BLCA,IntOGen,BLCA_TCGA,C
STK4,BLCA,IntOGen,BLCA_TCGA,C
TAF1,BLCA,IntOGen,BLCA_TCGA,C
TAOK1,BLCA,IntOGen,BLCA_TCGA,C
TAOK2,BLCA,IntOGen,BLCA_TCGA,C
TNPO1,BLCA,IntOGen,BLCA_TCGA,C
TP53BP1,BLCA,IntOGen,BLCA_TCGA,C
TRIO,BLCA,IntOGen,BLCA_TCGA,C
ZFP36L2,BLCA,IntOGen,BLCA_TCGA,C
AKT1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
APC,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
ARID1A,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
ARID2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
ATM,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
BAP1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
BRAF,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
CASP8,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
CBFB,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
CDH1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
CDKN1B,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
CHD4,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
CIC,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
CTCF,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
DDX5,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
EGFR,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
EIF1AX,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
FBXW7,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
FOXA1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
FUBP1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
GATA3,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
IDH1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
KDM5C,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
KEAP1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
KRAS,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
LPHN2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
MAP2K4,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
MAP3K1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
MGA,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
MLL2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
MLL3,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
MTOR,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
MYB,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
NCOR1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
NF1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
NRAS,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
PBRM1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
PHF6,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
PIK3CA,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
PIK3R1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
PTEN,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
RB1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
RPL5,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
RUNX1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
SETD2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
SF3B1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
SMAD4,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
STAG2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
STK11,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
TBL1XR1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
TBX3,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
TP53,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
ZFP36L1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",A
ACSL6,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
AFF4,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
AKAP9,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
ATF1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
ATIC,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
BCOR,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
BRCA1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
BRCA2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
CDK12,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
CHEK2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
CLTC,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
EIF4A2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
EP300,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
ERBB2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
ERCC2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
FLT3,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
FOXP1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
FUS,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
GOLGA5,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
HLF,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
LCP1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
MECOM,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
MED12,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
MKL1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
MLH1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
MLL,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
MLLT4,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
MYH11,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
MYH9,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
NDRG1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
NF2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
NOTCH1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
NOTCH2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
NSD1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
NUP98,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
PAX5,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
PRKAR1A,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
SFPQ,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
SMARCA4,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
SUZ12,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
TCF12,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
TCF7L2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
TGFBR2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
THRAP3,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",B
ACO1,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
ACTB,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
ACVR1B,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
AHNAK,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
ANK3,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
AQR,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
ARFGEF2,BRCA,IntOGen,"BRCA_BC,BRCA_Broad,BRCA_JH,BRCA_Sanger,BRCA_TCGA,BRCA_WU",C
