Gene,Cancer Type,Source,Study,level
AHR,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
ANK3,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
ARID1B,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
ASH1L,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
ASPM,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
ATR,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
BAZ2B,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
BCLAF1,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
BMPR2,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
BNC2,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
BRWD1,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
CCT5,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
CHD1L,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
CLSPN,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
EIF2AK3,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
FN1,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
HGF,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
ITSN1,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
KALRN,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
MNDA,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
MSR1,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
MTOR,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
NCKAP1,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
NR4A2,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
NUP107,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
PTPRU,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
RAD21,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
SIN3A,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
SOS1,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
SOS2,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
SPTAN1,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
TAF1,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
TBX3,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
TJP1,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
ZC3H11A,SCLC,IntOGen,"SCLC_Cologne,SCLC_JH",C
ACTG1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
ACVR2A,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
AKT1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
ARID2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
ATRX,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
B2M,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
BAP1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
BRAF,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
CASP8,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
CDH1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
CDKN1A,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
CDKN2A,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
CIC,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
CLCC1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
CTCF,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
CTNNB1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
DDX5,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
DNMT3A,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
EIF1AX,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
ELF3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
FBXW7,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
FRG1B*,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
FUBP1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
GATA3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
HRAS,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
IDH1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
IDH2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
KDM5C,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
KDM6A,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
KRAS,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
MAP2K1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
MAP2K4,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
MAP3K1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
MLL3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
NF1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
NFE2L2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
NPM1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
NRAS,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
PHF6,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
PIK3CA,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
PIK3R1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
PPP6C,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
PTEN,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
RAC1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
RASA1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
RB1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
RHOA,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
RPL22,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
RPL5,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
RUNX1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
SMAD2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
SMAD4,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
SOX9,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
SPOP,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
STAG2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
STK11,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
TBX3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
TP53,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
VHL,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
WT1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",A
ACSL3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
AFF4,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
ARHGAP26,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
ATF1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
ATIC,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
BLM,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
BRCA1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
C15orf55,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
CBFB,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
CDC73,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
CDK4,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
CHEK2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
CLTC,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
COL1A1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
CRTC3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
CYLD,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
DICER1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
EIF4A2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
EP300,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
EZH2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
FAS,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
FCRL4,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
FGFR3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
FOXP1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
GOLGA5,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
HLF,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
KLF6,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
LCP1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
MECOM,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
MEN1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
MKL1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
MLH1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
NDRG1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
NF2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
NOTCH1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
NUP98,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
PAX5,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
PER1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
PPP2R1A,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
PRRX1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
SF3B1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
SFPQ,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
SUZ12,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
SYK,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
TCF12,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
USP6,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
ZMYM2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
ZNF814,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",B
ACO1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ACTG2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ACVR1B,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
AHCTF1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
AHNAK,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
AHR,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ANK3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
AQR,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ARFGAP1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ARFGEF2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ARHGAP29,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ARHGAP35,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ARHGEF2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ARHGEF6,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ARID1B,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ASPM,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ATP6AP2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
BAZ2B,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
BCLAF1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
BMPR2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
BNC2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
BPTF,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
BRWD1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CASP1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CAST,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CAT,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CCAR1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CCT5,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CEP290,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CHD1L,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CHD3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CHD6,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CHD9,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CLASP2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CLOCK,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CLSPN,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CNOT3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
COPS2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CSDA,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CSNK1G3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CUL1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CUL2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CUL3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
CYTH4,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
DDX3X,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
DHX15,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
DIS3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
DLG1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
EIF2AK3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
EIF4G1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
EIF4G3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ELF1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ERBB2IP,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ERBB3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
FAF1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
FANCI,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
FMR1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
FN1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
FXR1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
G3BP2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
GNG2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
HDAC3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
HDAC9,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
HLA-A,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
HLA-B,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
HNRPDL,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
HSPA8,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
IREB2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
IRF7,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ITGA9,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ITSN1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
JMY,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
KLF4,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
LDHA,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
LNPEP,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
LRP6,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
LRPPRC,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
MAGI2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
MAP3K11,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
MAP3K4,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
MAP4K3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
MAT2A,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
MCM3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
MCM8,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
MED17,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
MED24,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
MFNG,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
MSR1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
NCF2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
NCKAP1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
NCOR1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
NFATC4,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
NR2F2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
NR4A2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
NTN4,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
NUP107,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
PCDH18,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
PIK3C2B,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
PIK3CB,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
PIK3R3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
PIP5K1A,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
PLCB1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
POLR2B,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
POM121,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
PPP2R5A,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
PPP2R5C,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
PSMA6,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
PTGS1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
RAD21,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
RAD23B,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
RASA2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
RBBP7,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
RGS3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
RHEB,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
RHOT1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
RTN4,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
SEC24D,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
SETDB1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
SF3A3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
SMC1A,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
SMURF2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
SOS1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
SOS2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
STAG1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
SVEP1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
SYNCRIP,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
TAOK1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
TCF4,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
TFDP1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
TFDP2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
TGFBR2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
TJP2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
TNPO1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
TRERF1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
VIM,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
WASF3,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
WIPF1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
WNK1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
XRN1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
YBX1,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ZC3H11A,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ZFP36L2,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ZNF638,SKCM,IntOGen,"SKCM_Broad,SKCM_TCGA",C
ACVR2A,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
APC,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
ARID1A,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
ATRX,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
BAP1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
BRAF,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
CASP8,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
CDH1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
CDKN2A,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
CNOT4,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
CTNNB1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
DDX5,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
DNMT3A,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
EEF1A1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
EGFR,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
ELF3,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
FUBP1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
GATA3,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
KDM6A,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
KRAS,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
LPHN2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
MAP2K1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
MAP2K4,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
MAP3K1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
NFE2L2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
PHF6,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
PIK3CA,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
PIK3R1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
