Gene,Cancer Type,Source,Study,level
PTEN,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
RASA1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
RHOA,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
RPL22,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
RUNX1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
SETD2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
SMAD2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
SMAD4,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
SPOP,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
TBL1XR1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
TP53,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
WT1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",A
ACSL6,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
AFF4,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
AKAP9,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
ARHGAP26,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
ATIC,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
BCOR,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
BRCA1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
CDC73,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
CHEK2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
CLTC,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
COL1A1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
CYLD,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
EIF4A2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
ERCC2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
EZH2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
FAM123B,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
FAS,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
FGFR2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
FLT3,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
FOXP1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
GNA11,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
GOLGA5,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
HSP90AB1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
KLF6,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
LCP1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
MECOM,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
MED12,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
MET,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
MKL1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
MLH1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
MYH11,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
MYH9,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
NSD1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
NUP98,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
PPP2R1A,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
PRRX1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
PTPN11,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
SF3B1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
SMARCA4,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
SOX9,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
SRGAP3,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
SUZ12,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
TCF7L2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
THRAP3,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
ZMYM2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",B
ACAD8,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
ACTG2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
ACVR1B,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
ADAM10,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
ANK3,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
AQR,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
ARFGEF1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
ARHGAP35,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
ARHGEF6,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
ARID1B,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
ARID4A,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
ASH1L,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
ATP6AP2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
ATR,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
BPTF,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CAD,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CAPN7,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CAT,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CCAR1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CCT5,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CEP290,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CHD1L,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CHD3,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CLASP2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CLOCK,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CNOT1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
COPS2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CSDA,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CSDE1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CSNK1G3,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CUL1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CUL2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
CUL3,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
DHX15,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
DIS3,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
DLG1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
EIF2AK3,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
EIF4G1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
EPHA1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
ERBB2IP,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
G3BP2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
GNAI1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
HDAC3,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
HLA-A,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
HLA-B,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
HNRPDL,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
IREB2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
IRF2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
IRS2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
KLF4,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
MACF1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
MED17,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
MSR1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
NAP1L1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
NCK1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
NCKAP1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
NEDD4L,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
NR2F2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
NR4A2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
NUP107,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
PCSK5,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
PIK3CB,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
PIP5K1A,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
POLR2B,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
PTGS1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
PTPRF,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
PTPRU,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
RAD21,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
RBBP7,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
RBM5,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
RTN4,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
SIN3A,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
SMC1A,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
SOS1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
SOS2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
STARD13,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
STIP1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
STK4,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
TAF1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
TAOK2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
TBX3,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
TCF4,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
TFDP1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
TJP1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
TJP2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
TNPO1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
TNPO2,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
TP53BP1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
WIPF1,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
ZC3H11A,STAD,IntOGen,"GAST_Pfizer,STAD_TCGA",C
ARID2,THCA,IntOGen,THCA_TCGA,A
BRAF,THCA,IntOGen,THCA_TCGA,A
CTNNB1,THCA,IntOGen,THCA_TCGA,A
EIF1AX,THCA,IntOGen,THCA_TCGA,A
FRG1B*,THCA,IntOGen,THCA_TCGA,A
HRAS,THCA,IntOGen,THCA_TCGA,A
KRAS,THCA,IntOGen,THCA_TCGA,A
MLL3,THCA,IntOGen,THCA_TCGA,A
NRAS,THCA,IntOGen,THCA_TCGA,A
PIK3CA,THCA,IntOGen,THCA_TCGA,A
PTEN,THCA,IntOGen,THCA_TCGA,A
RPSAP58,THCA,IntOGen,THCA_TCGA,A
TP53,THCA,IntOGen,THCA_TCGA,A
AKAP9,THCA,IntOGen,THCA_TCGA,B
ARHGAP26,THCA,IntOGen,THCA_TCGA,B
CDK12,THCA,IntOGen,THCA_TCGA,B
DICER1,THCA,IntOGen,THCA_TCGA,B
GNAS,THCA,IntOGen,THCA_TCGA,B
MLL,THCA,IntOGen,THCA_TCGA,B
NSD1,THCA,IntOGen,THCA_TCGA,B
PPP2R1A,THCA,IntOGen,THCA_TCGA,B
AHNAK,THCA,IntOGen,THCA_TCGA,C
BPTF,THCA,IntOGen,THCA_TCGA,C
CHD3,THCA,IntOGen,THCA_TCGA,C
HNRPDL,THCA,IntOGen,THCA_TCGA,C
LDHA,THCA,IntOGen,THCA_TCGA,C
NCK1,THCA,IntOGen,THCA_TCGA,C
PPM1D,THCA,IntOGen,THCA_TCGA,C
PRPF8,THCA,IntOGen,THCA_TCGA,C
TJP1,THCA,IntOGen,THCA_TCGA,C
TRIO,THCA,IntOGen,THCA_TCGA,C
WIPF1,THCA,IntOGen,THCA_TCGA,C
ZC3H11A,THCA,IntOGen,THCA_TCGA,C
ACTG1,UCEC,IntOGen,UCEC_TCGA,A
AKT1,UCEC,IntOGen,UCEC_TCGA,A
ARID1A,UCEC,IntOGen,UCEC_TCGA,A
ARID5B,UCEC,IntOGen,UCEC_TCGA,A
ATM,UCEC,IntOGen,UCEC_TCGA,A
BRAF,UCEC,IntOGen,UCEC_TCGA,A
CCND1,UCEC,IntOGen,UCEC_TCGA,A
CDKN1B,UCEC,IntOGen,UCEC_TCGA,A
CHD4,UCEC,IntOGen,UCEC_TCGA,A
CNOT4,UCEC,IntOGen,UCEC_TCGA,A
CTCF,UCEC,IntOGen,UCEC_TCGA,A
CTNNB1,UCEC,IntOGen,UCEC_TCGA,A
DNMT3A,UCEC,IntOGen,UCEC_TCGA,A
EGFR,UCEC,IntOGen,UCEC_TCGA,A
EIF1AX,UCEC,IntOGen,UCEC_TCGA,A
FBXW7,UCEC,IntOGen,UCEC_TCGA,A
FGFR2,UCEC,IntOGen,UCEC_TCGA,A
FUBP1,UCEC,IntOGen,UCEC_TCGA,A
IDH1,UCEC,IntOGen,UCEC_TCGA,A
KDM6A,UCEC,IntOGen,UCEC_TCGA,A
KRAS,UCEC,IntOGen,UCEC_TCGA,A
MAP2K4,UCEC,IntOGen,UCEC_TCGA,A
MAP3K1,UCEC,IntOGen,UCEC_TCGA,A
NFE2L2,UCEC,IntOGen,UCEC_TCGA,A
NRAS,UCEC,IntOGen,UCEC_TCGA,A
PHF6,UCEC,IntOGen,UCEC_TCGA,A
PIK3CA,UCEC,IntOGen,UCEC_TCGA,A
PIK3R1,UCEC,IntOGen,UCEC_TCGA,A
PPP2R1A,UCEC,IntOGen,UCEC_TCGA,A
PTEN,UCEC,IntOGen,UCEC_TCGA,A
RPL22,UCEC,IntOGen,UCEC_TCGA,A
RPL5,UCEC,IntOGen,UCEC_TCGA,A
RUNX1,UCEC,IntOGen,UCEC_TCGA,A
SMAD2,UCEC,IntOGen,UCEC_TCGA,A
SPOP,UCEC,IntOGen,UCEC_TCGA,A
TBL1XR1,UCEC,IntOGen,UCEC_TCGA,A
TBX3,UCEC,IntOGen,UCEC_TCGA,A
TGFBR2,UCEC,IntOGen,UCEC_TCGA,A
TP53,UCEC,IntOGen,UCEC_TCGA,A
U2AF1,UCEC,IntOGen,UCEC_TCGA,A
VHL,UCEC,IntOGen,UCEC_TCGA,A
ALK,UCEC,IntOGen,UCEC_TCGA,B
ATF1,UCEC,IntOGen,UCEC_TCGA,B
ATIC,UCEC,IntOGen,UCEC_TCGA,B
BRCA1,UCEC,IntOGen,UCEC_TCGA,B
CHEK2,UCEC,IntOGen,UCEC_TCGA,B
CLTC,UCEC,IntOGen,UCEC_TCGA,B
DICER1,UCEC,IntOGen,UCEC_TCGA,B
EIF4A2,UCEC,IntOGen,UCEC_TCGA,B
EP300,UCEC,IntOGen,UCEC_TCGA,B
FAM123B,UCEC,IntOGen,UCEC_TCGA,B
FAS,UCEC,IntOGen,UCEC_TCGA,B
FLT3,UCEC,IntOGen,UCEC_TCGA,B
MET,UCEC,IntOGen,UCEC_TCGA,B
MKL1,UCEC,IntOGen,UCEC_TCGA,B
MLH1,UCEC,IntOGen,UCEC_TCGA,B
MYB,UCEC,IntOGen,UCEC_TCGA,B
NDRG1,UCEC,IntOGen,UCEC_TCGA,B
NF2,UCEC,IntOGen,UCEC_TCGA,B
PRRX1,UCEC,IntOGen,UCEC_TCGA,B
PTPN11,UCEC,IntOGen,UCEC_TCGA,B
SRGAP3,UCEC,IntOGen,UCEC_TCGA,B
SUZ12,UCEC,IntOGen,UCEC_TCGA,B
ZMYM2,UCEC,IntOGen,UCEC_TCGA,B
ACACA,UCEC,IntOGen,UCEC_TCGA,C
ACTB,UCEC,IntOGen,UCEC_TCGA,C
AHR,UCEC,IntOGen,UCEC_TCGA,C
ANK3,UCEC,IntOGen,UCEC_TCGA,C
ARAP3,UCEC,IntOGen,UCEC_TCGA,C
ARHGAP35,UCEC,IntOGen,UCEC_TCGA,C
ARHGEF6,UCEC,IntOGen,UCEC_TCGA,C
ARNTL,UCEC,IntOGen,UCEC_TCGA,C
ATR,UCEC,IntOGen,UCEC_TCGA,C
AXIN1,UCEC,IntOGen,UCEC_TCGA,C
BAZ2B,UCEC,IntOGen,UCEC_TCGA,C
BCLAF1,UCEC,IntOGen,UCEC_TCGA,C
BMPR2,UCEC,IntOGen,UCEC_TCGA,C
CAPN7,UCEC,IntOGen,UCEC_TCGA,C
CARM1,UCEC,IntOGen,UCEC_TCGA,C
CAST,UCEC,IntOGen,UCEC_TCGA,C
CAT,UCEC,IntOGen,UCEC_TCGA,C
CHD3,UCEC,IntOGen,UCEC_TCGA,C
CHD9,UCEC,IntOGen,UCEC_TCGA,C
CLOCK,UCEC,IntOGen,UCEC_TCGA,C
CSNK1G3,UCEC,IntOGen,UCEC_TCGA,C
CTNND1,UCEC,IntOGen,UCEC_TCGA,C
CUL1,UCEC,IntOGen,UCEC_TCGA,C
CUX1,UCEC,IntOGen,UCEC_TCGA,C
DEPDC1B,UCEC,IntOGen,UCEC_TCGA,C
DHX15,UCEC,IntOGen,UCEC_TCGA,C
DHX35,UCEC,IntOGen,UCEC_TCGA,C
DIS3,UCEC,IntOGen,UCEC_TCGA,C
EIF2AK3,UCEC,IntOGen,UCEC_TCGA,C
EIF2C3,UCEC,IntOGen,UCEC_TCGA,C
EIF4G1,UCEC,IntOGen,UCEC_TCGA,C
ERBB3,UCEC,IntOGen,UCEC_TCGA,C
FOXA2,UCEC,IntOGen,UCEC_TCGA,C
FXR1,UCEC,IntOGen,UCEC_TCGA,C
G3BP2,UCEC,IntOGen,UCEC_TCGA,C
GNAI1,UCEC,IntOGen,UCEC_TCGA,C
GPS2,UCEC,IntOGen,UCEC_TCGA,C
GPSM2,UCEC,IntOGen,UCEC_TCGA,C
HDAC3,UCEC,IntOGen,UCEC_TCGA,C
HGF,UCEC,IntOGen,UCEC_TCGA,C
ING1,UCEC,IntOGen,UCEC_TCGA,C
INPP4A,UCEC,IntOGen,UCEC_TCGA,C
INPPL1,UCEC,IntOGen,UCEC_TCGA,C
IREB2,UCEC,IntOGen,UCEC_TCGA,C
KLF4,UCEC,IntOGen,UCEC_TCGA,C
MAX,UCEC,IntOGen,UCEC_TCGA,C
MED17,UCEC,IntOGen,UCEC_TCGA,C
MGA,UCEC,IntOGen,UCEC_TCGA,C
MLH3,UCEC,IntOGen,UCEC_TCGA,C
MUC20,UCEC,IntOGen,UCEC_TCGA,C
MYH10,UCEC,IntOGen,UCEC_TCGA,C
NCF2,UCEC,IntOGen,UCEC_TCGA,C
NCKAP1,UCEC,IntOGen,UCEC_TCGA,C
NCOR1,UCEC,IntOGen,UCEC_TCGA,C
NEDD4L,UCEC,IntOGen,UCEC_TCGA,C
NR2F2,UCEC,IntOGen,UCEC_TCGA,C
NUP93,UCEC,IntOGen,UCEC_TCGA,C
PCDH18,UCEC,IntOGen,UCEC_TCGA,C
PGR,UCEC,IntOGen,UCEC_TCGA,C
PIK3R3,UCEC,IntOGen,UCEC_TCGA,C
PLCG1,UCEC,IntOGen,UCEC_TCGA,C
PLXNB2,UCEC,IntOGen,UCEC_TCGA,C
PPP2R5A,UCEC,IntOGen,UCEC_TCGA,C
PPP2R5C,UCEC,IntOGen,UCEC_TCGA,C
PRPF8,UCEC,IntOGen,UCEC_TCGA,C
RAD21,UCEC,IntOGen,UCEC_TCGA,C
RAD23B,UCEC,IntOGen,UCEC_TCGA,C
RBBP7,UCEC,IntOGen,UCEC_TCGA,C
RBM5,UCEC,IntOGen,UCEC_TCGA,C
RHEB,UCEC,IntOGen,UCEC_TCGA,C
ROBO2,UCEC,IntOGen,UCEC_TCGA,C
RTN4,UCEC,IntOGen,UCEC_TCGA,C
SEC31A,UCEC,IntOGen,UCEC_TCGA,C
SHMT1,UCEC,IntOGen,UCEC_TCGA,C
SMC1A,UCEC,IntOGen,UCEC_TCGA,C
SOX17,UCEC,IntOGen,UCEC_TCGA,C
STIP1,UCEC,IntOGen,UCEC_TCGA,C
SYNCRIP,UCEC,IntOGen,UCEC_TCGA,C
TFDP1,UCEC,IntOGen,UCEC_TCGA,C
TP53BP1,UCEC,IntOGen,UCEC_TCGA,C
WIPF1,UCEC,IntOGen,UCEC_TCGA,C
ZC3H11A,UCEC,IntOGen,UCEC_TCGA,C
ZFHX3,UCEC,IntOGen,UCEC_TCGA,C
ZFP36L2,UCEC,IntOGen,UCEC_TCGA,C
ZNF814,UCEC,IntOGen,UCEC_TCGA,C
AMOT,PANCAN,"Wong et al, 2014",,
ARID1A,PANCAN,"Wong et al, 2014",,
ARID1B,PANCAN,"Wong et al, 2014",,
ARID2,PANCAN,"Wong et al, 2014",,
ASXL2,PANCAN,"Wong et al, 2014",,
B2M,PANCAN,"Wong et al, 2014",,
BAP1,PANCAN,"Wong et al, 2014",,
CDH1,PANCAN,"Wong et al, 2014",,
CDKN2A,PANCAN,"Wong et al, 2014",,
CREBBP,PANCAN,"Wong et al, 2014",,
CUX1,PANCAN,"Wong et al, 2014",,
EP300,PANCAN,"Wong et al, 2014",,
FAM123B,PANCAN,"Wong et al, 2014",,
FAT1,PANCAN,"Wong et al, 2014",,
FBXW7,PANCAN,"Wong et al, 2014",,
FTSJD1,PANCAN,"Wong et al, 2014",,
KDM6A,PANCAN,"Wong et al, 2014",,
LARP4B,PANCAN,"Wong et al, 2014",,
MAP2K4,PANCAN,"Wong et al, 2014",,
MAP3K1,PANCAN,"Wong et al, 2014",,
MBD2,PANCAN,"Wong et al, 2014",,
NCOR1,PANCAN,"Wong et al, 2014",,
NF1,PANCAN,"Wong et al, 2014",,
NF2,PANCAN,"Wong et al, 2014",,
NOTCH1,PANCAN,"Wong et al, 2014",,
PBRM1,PANCAN,"Wong et al, 2014",,
PHLPP1,PANCAN,"Wong et al, 2014",,
PIK3R1,PANCAN,"Wong et al, 2014",,
PTEN,PANCAN,"Wong et al, 2014",,
RB1,PANCAN,"Wong et al, 2014",,
RBM10,PANCAN,"Wong et al, 2014",,
RNF43,PANCAN,"Wong et al, 2014",,
SACS,PANCAN,"Wong et al, 2014",,
SMAD2,PANCAN,"Wong et al, 2014",,
SMAD4,PANCAN,"Wong et al, 2014",,
SMARCA4,PANCAN,"Wong et al, 2014",,
STK11,PANCAN,"Wong et al, 2014",,
TP53,PANCAN,"Wong et al, 2014",,
ZNRF3,PANCAN,"Wong et al, 2014",,
"*subsequently removed in Rubio-Perez et al, 2015 since FRG1B exhibited signals of positive selection due to false mutation calls and ABCB1 was not related to any
oncogenic mechanism targeted by the therapeutic options evaluated in that study",,,,
